x01,x02,x03,x04,x05,x06,x07,x08,x09,y
-0.12421612552543189,0.002456453886959039,-0.5583899157017393,-1.3475602457957891,-1.8063992161974982,1.1919632683223524,0.5146965928626265,1.1709038770421887,-0.840973607091401,-1.7653591224547587
-0.6059022812543673,-0.024536792751488908,1.4511539192047676,-1.7597243369048,0.27840425417219156,-0.9183215731899856,-0.5872379750954063,-0.528374150480097,0.2714747308681074,-0.8494578693912584
-1.267943567847744,-0.2187944691707873,-0.1282607415967373,-0.2205542476503492,-1.5693488084478877,-1.4597068436354446,-0.22783265813370104,0.4184913049432124,-0.5649497776128038,1.1696304717353356
-0.9394467983479126,0.2133807382642856,0.4963158941410599,0.414578039656868,1.8404855600760552,-0.12694846292992282,1.6577116371928708,-0.46674307692753,-0.7819256821371995,-0.6328537495517035
-1.250968206135909,-0.2979304905315285,-0.72427814600313,-0.24861126127779404,1.1478319533103756,-0.05172422561622029,-0.9812934210078664,-0.058969853265592696,-1.2725741379479205,1.7435268339001373
-0.765327656455544,0.6945070649718615,-0.8329571895512071,-0.16970431704165262,0.5358446377692321,0.748768713041869,-1.6053570687744492,0.2388998494445343,-1.282750767142536,-1.1317405140059476
0.4274445258800155,-0.20760625244967745,0.44488198671871,0.24101668158384681,-1.2247225766477912,-0.6028090968505593,-0.02268558099082848,0.13157852975350864,0.30779163486669736,-0.21292297951600453
0.8859992251554344,-0.41749950522140983,1.5282215638020933,-0.6770936710969742,0.5041201122968115,-0.3264196665584034,-1.2052757652838992,-1.5773288095253775,0.3187475954420372,0.4414514761719506
-0.8616030610837543,-1.540641160493733,0.3097342972406161,1.5692533490829064,-0.5331593152260001,2.1707773393093164,-0.12575102853789552,0.5198871761097196,1.1937519674074866,-1.149417936343907
-0.031343953538716544,0.5818948423138011,0.6403728475375846,1.3573660355851433,-0.7904931941296509,0.13420096169620618,0.42589401616472655,0.9064986948079664,-0.7125583093952735,-1.4084010095555346
-2.0754292328995274,0.4063848877089975,-0.12530284781008774,-0.38986154275949597,-0.6641271682274129,0.17280350330553787,1.3715948195584915,-0.644102823211872,0.01994919931249165,0.9861221887528389
0.6465481350671678,-0.17924311988836347,1.2249196171130265,-1.0609521749642015,0.3304217590477922,0.04546074774842069,-1.3794721441756848,-0.8025063591908707,-0.5454022292908847,0.41464416865117526
-0.6033004971132705,1.0136641890650113,-0.5332502831906749,0.31433133305708716,0.3567732765297131,0.20558846251598437,0.5825534358056943,-0.3255668301854718,1.675556487608481,0.448943108559533
0.21185357357589318,-0.8979338217750864,0.4897118774191839,-0.4675220438603998,2.3318902245872093,1.287351049700102,-0.4788752681281411,-1.0175117618809137,-1.476106733259924,0.9619287698367026
-0.535920956323295,-0.41537189899687643,0.34615611684479763,-1.6432710461818705,0.7168784341439844,-2.12810283079182,-1.2042798954588958,-0.9326071076911474,-1.2119826753373,-0.1335492229783951
-0.9492131898191124,-1.171205174755185,0.49921556788627747,-0.6178392392425983,-0.7418796371370344,-1.3675255833987048,-0.5531296355534212,0.5743556824434749,1.4904289586519206,-1.6365842315622974
-1.4748057833764467,1.5096275129294459,-2.128175232820215,0.26202071740848176,-1.1750618471326222,1.2037755548367846,0.3651210404385852,-0.10803500777583269,0.7970068794595508,3.716469885068168
0.8503404096573081,-0.13433053503561493,1.6550350229080841,-0.20735251881140995,-0.3722738227821076,-0.8536721238198268,0.7774972810586863,-0.7612504943372516,-0.3465254708083302,-0.6185520808626455
-0.7394122695867067,-1.5888316167099437,-0.23293261892511138,-0.045947799746065915,0.05452886700953929,-1.0815996025937713,1.179285821338236,-0.3772548430098229,-0.3709840726828279,0.7148390581383969
-0.4766116282810477,-0.3204624039899683,-1.9119637078082234,0.4891157101164159,0.8465275583870512,-0.45163434849355777,1.2181257681229498,-0.3075499161451593,-0.2365817602721556,-0.7331511214600832
0.9089148582733254,0.8134594807144898,-0.8708060969635808,-1.5534224886774282,-0.07852655341396533,-0.45150755843247764,-0.30137085168803934,-0.5607598749945869,-1.4027632292149508,-0.017351144307589467
0.46736764006279274,0.48384894801732403,-1.160157619251473,-0.22751671891714123,1.1184516318502438,0.9291186687876558,0.6549018762233534,-0.4271513431884578,3.081436733370435,0.9113365047462798
-0.8845764480660252,-1.2956301979278972,0.5447504560778164,1.4138130812703211,-1.886625868212328,-0.31655753742696513,1.0235785710774363,0.18338433772156704,0.23236857582914416,-3.2056929394771756
0.6932797420032232,-0.24272163420341794,1.1767767864278726,-0.8419012468816697,0.3941607604666552,0.5237084910669294,-2.0286056961500702,0.31659993510913265,0.6703431408176537,-0.2989135211813727
-1.161328097531824,-0.7694561650071208,-2.079280204875125,0.011252623843014127,-0.03313811701653661,1.7096491577528283,0.7326149738555691,-0.7671799610154578,-0.6334075660736255,-0.4602547774491423
1.675770376055533,-1.120914533675671,-0.880698066755956,-0.27419294323894083,0.35614583210520206,0.06026013640790896,-0.43064703306569596,-1.1033431221693384,-0.9315137697433211,-0.6827843573716135
-0.7186617828002996,-0.24141307134226375,0.603405502879457,-0.23708794330595545,-0.9901438015853603,-1.291420847739978,-0.2705904829368193,-0.09078381406617167,-0.1271445282417403,-0.6481354206976259
